Alter;Geschlecht;Vertragsenddatum;Bereich;Standort;Vertragsart;Austrittsdatum;Betriebszugehoerigkeit;FTE;FK;Abteilungsgroeﬂe;Zeit_auf_Position;Mitarbeiterstatus;Aktiv;2023_Ziele;2023_Pers_Beurteilung;2024_Ziele;2024_Pers_Beurteilung;Krankenstand_2023;Krankenstand_2024;Gehaltsentwicklung
41-50;M;;Gesch‰ftsbereich;E;Permanent;;15-17;1.0;0;80.1598516434791;"""12-14""";Terminated;1;Durchschnitt;#NV;Durchschnitt;Durchschnitt;1 % - 3 %;;10%-14%
51-60;M;;HQ;F;Permanent;;42-44;1.0;0;64.6835907530551;15-17;Terminated;0;Durchschnitt;#NV;#NV;‹berdurchschnitt;5,1 - 10%;;10%-14%
31-40;M;;Werk;E;Permanent;;"""6-8""";0.0;1;14.118502996567408;0-2;Active;0;#NV;#NV;Durchschnitt;Durchschnitt;;1,0 - 3 %;5%-9%
25-30;M;;Werk;B;Permanent;31.01.2023;0-2;999.0;0;52.06298695287755;0-2;Active;0;‹berdurchschnitt;#NV;#NV;#NV;;3,1 - 5%;
25-30;M;;Werk;B;Permanent;14.03.2025;0-2;1.0;1;146.87258019238993;0-2;Active;0;‹berdurchschnitt;Unrated;#NV;#NV;5,1 - 10%;1,0 - 3 %;
51-60;F;;HQ;G;Permanent;30.09.2024;36-38;0.0;1;144.3098327497682;0-2;Active;1;#NV;‹berdurchschnitt;#NV;‹berdurchschnitt;15,1 - 20 %;5,1 - 10%;5%-9%
18-24;M;;Gesch‰ftsbereich;E;Permanent;31.12.2024;0-2;1.0;0;262.570674029792;0-2;Active;1;#NV;#NV;‹berdurchschnitt;Unrated;3,1 - 5%;20,1 - 40%;
31-40;M;;Werk;D;Permanent;;"""9-11""";1.0;0;34.02538738128492;"""6-8""";Active;0;#NV;Durchschnitt;#NV;Durchschnitt;5,1 - 10%;1,0 - 3 %;10%-14%
31-40;M;;HQ;C;Permanent;18.07.2023;"""12-14""";0.0;1;25.01823682304547;"""6-8""";Terminated;1;#NV;Durchschnitt;Durchschnitt;#NV;;5,1 - 10%;5%-9%
41-50;M;;Gesch‰ftsbereich;E;Fixed term contract;;"""12-14""";1.0;1;62.463264798404936;0-2;Active;1;Durchschnitt;‹berdurchschnitt;Durchschnitt;#NV;5,1 - 10%;kleiner 1%;5%-9%
41-50;M;;Werk;A;Permanent;;27-29;1.0;0;32.9208252132645;15-17;Active;1;#NV;Durchschnitt;‹berdurchschnitt;‹berdurchschnitt;1 % - 3 %;;10%-14%
18-24;M;;Gesch‰ftsbereich;B;Permanent;;0-2;0.5;1;32.11215467024662;0-2;Active;1;Durchschnitt;‹berdurchschnitt;#NV;‹berdurchschnitt;3,1 - 5%;5,1 - 10%;
31-40;F;;Werk;C;Permanent;;"""9-11""";0.5;1;7.113613619182395;"""9-11""";Terminated;0;#NV;‹berdurchschnitt;‹berdurchschnitt;#NV;40,01 - 60 %;1,0 - 3 %;
41-50;M;;Gesch‰ftsbereich;F;Permanent;;0-2;1.0;1;3.0612130649852203;0-2;Terminated;0;#NV;#NV;#NV;‹berdurchschnitt;;;
41-50;M;30.06.2023;Werk;G;Permanent;;"""12-14""";1.0;1;55.034873097952584;"""12-14""";Active;1;#NV;#NV;#NV;‹berdurchschnitt;1 % - 3 %;;10%-14%
41-50;M;31.03.2025;HQ;D;Permanent;30.09.2025;21-23;1.0;0;15.354610101088568;"""3-5""";Dormant;1;Durchschnitt;Unrated;Unterdurchschnitt;#NV;1 % - 3 %;kleiner 1%;40%-44%
25-30;F;;Werk;F;Permanent;;"""3-5""";0.0;1;127.59130903087426;"""3-5""";Active;0;#NV;#NV;#NV;‹berdurchschnitt;3,1 - 5%;;
51-60;M;;Gesch‰ftsbereich;F;Permanent;;36-38;999.0;1;29.668074805391925;"""6-8""";Active;1;#NV;Durchschnitt;#NV;#NV;;;10%-14%
31-40;M;;Werk;E;Permanent;;"""12-14""";1.0;0;62.281903369967125;0-2;Active;1;#NV;Durchschnitt;Durchschnitt;‹berdurchschnitt;kleiner 1 %;kleiner 1%;15%-19%
‹ber 60;M;;Werk;G;Permanent;;33-35;999.0;0;11.976317441499951;0-2;Active;1;#NV;‹berdurchschnitt;#NV;Unrated;;;
41-50;F;;Gesch‰ftsbereich;D;Permanent;;"""9-11""";999.0;0;35.801370276773234;"""6-8""";Active;0;#NV;‹berdurchschnitt;#NV;Durchschnitt;;5,1 - 10%;5%-9%
31-40;M;;HQ;B;Permanent;;"""3-5""";0.0;1;60.5334159559729;"""3-5""";Active;0;‹berdurchschnitt;#NV;Durchschnitt;Durchschnitt;3,1 - 5%;;20%-24%
51-60;M;;HQ;D;Permanent;;36-38;0.5;1;10.414514590450153;"""9-11""";Active;1;#NV;#NV;#NV;#NV;;;20%-24%
51-60;F;;Werk;C;Permanent;31.08.2024;33-35;999.0;0;29.603056337606937;15-17;Active;1;Durchschnitt;#NV;#NV;Durchschnitt;;;5%-9%
51-60;M;;Werk;C;Permanent;;15-17;1.0;0;44.75421604834394;"""3-5""";Terminated;1;#NV;#NV;Durchschnitt;#NV;;;5%-9%
31-40;F;;HQ;D;Permanent;;"""9-11""";1.0;0;48.61439042613652;0-2;Terminated;0;#NV;#NV;#NV;Durchschnitt;3,1 - 5%;;
‹ber 60;M;;Werk;G;Fixed term contract;;30-32;0.0;1;58.537752364575546;"""3-5""";Active;1;#NV;#NV;#NV;#NV;1 % - 3 %;;5%-9%
25-30;M;;Gesch‰ftsbereich;C;Permanent;;0-2;0.5;1;76.65496649255624;0-2;Active;1;#NV;Durchschnitt;#NV;Durchschnitt;20,01 - 40%;1,0 - 3 %;
51-60;M;;Gesch‰ftsbereich;E;Permanent;31.12.2024;0-2;1.0;0;179.33075669924392;0-2;Active;0;Durchschnitt;#NV;Durchschnitt;‹berdurchschnitt;3,1 - 5%;;
31-40;M;;Werk;F;Fixed term contract;;"""6-8""";0.5;1;47.46084851173577;"""3-5""";Terminated;0;#NV;#NV;#NV;Durchschnitt;;1,0 - 3 %;25%-29%
31-40;M;;Werk;D;Permanent;;15-17;999.0;0;38.98449258971466;0-2;Active;1;#NV;#NV;Durchschnitt;#NV;;;20%-24%
51-60;F;;Gesch‰ftsbereich;E;Permanent;30.06.2023;"""12-14""";1.0;1;12.826430206397417;"""12-14""";Terminated;0;#NV;#NV;Durchschnitt;#NV;;20,1 - 40%;
51-60;M;;HQ;D;Permanent;31.05.2023;36-38;0.0;0;27.93136534465037;"""3-5""";Active;1;#NV;‹berdurchschnitt;‹berdurchschnitt;#NV;;;10%-14%
51-60;M;;Gesch‰ftsbereich;C;Permanent;;15-17;999.0;1;22.862058394789806;"""9-11""";Active;1;#NV;#NV;Unrated;#NV;20,01 - 40%;15,1 - 20%;10%-14%
18-24;M;;HQ;D;Permanent;;0-2;1.0;1;268.90297887954625;0-2;Active;0;#NV;#NV;#NV;‹berdurchschnitt;;;
41-50;F;;Werk;B;Fixed term contract;;21-23;0.5;1;17.183673060909403;"""6-8""";Active;0;‹berdurchschnitt;#NV;‹berdurchschnitt;Durchschnitt;;kleiner 1%;5%-9%
41-50;M;;HQ;A;Permanent;;"""9-11""";0.0;1;143.10115264637363;0-2;Dormant;1;‹berdurchschnitt;‹berdurchschnitt;#NV;Durchschnitt;;3,1 - 5%;5%-9%
41-50;M;;Werk;G;Permanent;;15-17;1.0;0;37.872911336674896;0-2;Terminated;0;Durchschnitt;#NV;Unrated;Durchschnitt;kleiner 1 %;5,1 - 10%;30%-34%
51-60;M;;Werk;C;Permanent;;33-35;1.0;1;62.357030678304895;18-20;Dormant;1;Durchschnitt;#NV;Unterdurchschnitt;#NV;1 % - 3 %;1,0 - 3 %;5%-9%
51-60;M;28.02.2027;HQ;F;Permanent;;24-26;999.0;0;62.05173335202029;"""3-5""";Terminated;0;Durchschnitt;#NV;Durchschnitt;Durchschnitt;;1,0 - 3 %;5%-9%
18-24;M;;HQ;D;Permanent;;0-2;0.5;0;142.60658860886267;0-2;Active;1;#NV;‹berdurchschnitt;Durchschnitt;Durchschnitt;20,01 - 40%;;
‹ber 60;M;;HQ;F;Permanent;;42-44;1.0;1;13.028378829663872;0-2;Dormant;0;#NV;‹berdurchschnitt;#NV;#NV;;1,0 - 3 %;
51-60;M;31.08.2025;Werk;E;Permanent;;36-38;0.5;0;15.899470242800794;"""6-8""";Active;1;‹berdurchschnitt;Durchschnitt;#NV;Durchschnitt;5,1 - 10%;;5%-9%
25-30;M;;Werk;C;Permanent;30.09.2024;"""3-5""";0.0;1;32.46665773784655;0-2;Terminated;0;#NV;Durchschnitt;Unrated;#NV;1 % - 3 %;;
51-60;F;;Gesch‰ftsbereich;A;Permanent;30.11.2023;39-41;999.0;0;32.94159198775106;0-2;Terminated;1;‹berdurchschnitt;#NV;‹berdurchschnitt;‹berdurchschnitt;;;10%-14%
31-40;M;;Werk;E;Fixed term contract;;24-26;0.5;1;194.89936982135296;0-2;Terminated;0;‹berdurchschnitt;#NV;‹berdurchschnitt;Durchschnitt;;1,0 - 3 %;10%-14%
‹ber 60;F;31.12.2023;Gesch‰ftsbereich;C;Permanent;;39-41;999.0;0;137.99892926141683;0-2;Active;1;‹berdurchschnitt;#NV;Durchschnitt;Unrated;60,01 - 75%;;
51-60;F;;Werk;C;Permanent;;33-35;1.0;0;181.30466210899831;0-2;Terminated;1;#NV;#NV;#NV;Unterdurchschnitt;;;15%-19%
18-24;F;;Gesch‰ftsbereich;C;Fixed term contract;31.08.2022;"""3-5""";1.0;1;15.192093243948134;0-2;Terminated;0;Durchschnitt;Durchschnitt;Durchschnitt;Durchschnitt;;10,1 - 15%;65%-69%
25-30;M;;Werk;B;Permanent;;"""6-8""";0.0;0;104.49338861346045;"""3-5""";Active;1;Durchschnitt;#NV;#NV;‹berdurchschnitt;1 % - 3 %;;10%-14%
51-60;M;;Gesch‰ftsbereich;G;Permanent;;33-35;0.5;0;154.20524864832285;18-20;Terminated;1;#NV;#NV;‹berdurchschnitt;‹berdurchschnitt;;;10%-14%
25-30;M;;Gesch‰ftsbereich;D;Permanent;;0-2;1.0;0;3.896978892305722;0-2;Active;1;#NV;‹berdurchschnitt;#NV;#NV;1 % - 3 %;10,1 - 15%;
31-40;M;;Werk;D;Permanent;;21-23;999.0;0;8.282564625701374;"""6-8""";Dormant;0;#NV;Durchschnitt;#NV;Durchschnitt;1 % - 3 %;5,1 - 10%;10%-14%
31-40;M;;Werk;A;Permanent;;0-2;0.5;0;163.74915198010706;0-2;Terminated;1;‹berdurchschnitt;#NV;#NV;‹berdurchschnitt;;1,0 - 3 %;
18-24;F;31.01.2023;Gesch‰ftsbereich;F;Permanent;;0-2;0.0;1;70.67994885411902;0-2;Terminated;0;‹berdurchschnitt;#NV;#NV;‹berdurchschnitt;;;
51-60;M;;Werk;D;Permanent;;24-26;0.0;0;21.28590799251176;"""9-11""";Dormant;0;#NV;Durchschnitt;#NV;#NV;;;5%-9%
41-50;M;;HQ;A;Permanent;;18-20;1.0;1;19.30239070191339;"""6-8""";Active;1;#NV;Durchschnitt;#NV;Unrated;5,1 - 10%;10,1 - 15%;5%-9%
31-40;M;;HQ;D;Permanent;;"""3-5""";999.0;1;41.49665000083128;"""3-5""";Active;0;‹berdurchschnitt;#NV;#NV;Durchschnitt;1 % - 3 %;;95%-100%
31-40;M;;Gesch‰ftsbereich;C;Permanent;30.06.2022;"""3-5""";0.0;1;15.152966607882014;0-2;Terminated;0;#NV;‹berdurchschnitt;#NV;#NV;;3,1 - 5%;
18-24;M;;Werk;C;Permanent;31.07.2022;0-2;1.0;0;173.79030216019208;0-2;Active;1;#NV;#NV;#NV;#NV;3,1 - 5%;3,1 - 5%;
31-40;M;;HQ;A;Permanent;;"""6-8""";1.0;1;11.806499438370402;"""6-8""";Active;1;#NV;‹berdurchschnitt;#NV;Durchschnitt;5,1 - 10%;1,0 - 3 %;20%-24%
51-60;M;;Gesch‰ftsbereich;C;Permanent;;"""12-14""";1.0;1;20.86411407288391;"""12-14""";Active;0;Durchschnitt;#NV;#NV;#NV;;;5%-9%
41-50;M;;Werk;F;Permanent;;15-17;1.0;0;151.9767476464369;0-2;Active;1;#NV;#NV;‹berdurchschnitt;#NV;5,1 - 10%;1,0 - 3 %;5%-9%
31-40;F;;Gesch‰ftsbereich;E;Permanent;;24-26;0.0;1;57.29878952051811;"""9-11""";Active;1;#NV;#NV;#NV;‹berdurchschnitt;20,01 - 40%;;5%-9%
51-60;M;;Werk;C;Permanent;;24-26;1.0;1;41.41990620501493;"""9-11""";Active;1;#NV;Durchschnitt;#NV;#NV;3,1 - 5%;;
41-50;M;;Werk;F;Permanent;;0-2;1.0;1;56.2058009346278;0-2;Active;1;#NV;#NV;‹berdurchschnitt;‹berdurchschnitt;3,1 - 5%;;
‹ber 60;M;;Gesch‰ftsbereich;B;Permanent;;33-35;1.0;0;6.605335622812641;0-2;Active;0;Durchschnitt;Durchschnitt;#NV;#NV;;;5%-9%
41-50;F;31.08.2024;Werk;E;Permanent;;30-32;0.5;0;58.06248042146234;15-17;Active;1;#NV;#NV;#NV;#NV;1 % - 3 %;;5%-9%
41-50;F;;Gesch‰ftsbereich;A;Fixed term contract;;0-2;0.5;0;25.592681159769114;0-2;Active;1;#NV;Unrated;#NV;‹berdurchschnitt;5,1 - 10%;;
41-50;M;30.09.2024;HQ;D;Permanent;31.01.2025;0-2;0.0;1;65.21451912074967;0-2;Active;1;#NV;#NV;#NV;#NV;;;
41-50;M;;Werk;A;Permanent;;0-2;0.5;0;152.86682508458813;0-2;Active;0;Durchschnitt;Unrated;#NV;Durchschnitt;20,01 - 40%;3,1 - 5%;
‹ber 60;M;;HQ;B;Permanent;30.09.2023;24-26;0.5;1;143.84657873814197;0-2;Active;1;#NV;#NV;‹berdurchschnitt;#NV;3,1 - 5%;5,1 - 10%;
41-50;M;;Gesch‰ftsbereich;G;Permanent;;18-20;0.5;0;8.495782666326727;"""3-5""";Active;0;#NV;‹berdurchschnitt;Durchschnitt;Durchschnitt;;3,1 - 5%;5%-9%
41-50;F;31.08.2024;HQ;D;Permanent;;"""6-8""";1.0;1;146.1581782279138;"""6-8""";Active;0;#NV;‹berdurchschnitt;#NV;#NV;;;10%-14%
31-40;M;;Werk;F;Permanent;31.10.2026;"""12-14""";999.0;1;9.730279512370545;0-2;Active;0;Durchschnitt;‹berdurchschnitt;‹berdurchschnitt;#NV;;;"""-45%-41%"""
31-40;M;;Gesch‰ftsbereich;D;Permanent;;"""9-11""";0.5;0;18.594303298546603;0-2;Active;1;#NV;‹berdurchschnitt;#NV;#NV;kleiner 1 %;;
41-50;M;30.06.2025;Gesch‰ftsbereich;D;Permanent;;"""6-8""";0.0;0;5.217880707959252;"""3-5""";Active;0;Durchschnitt;#NV;Unrated;#NV;;;
51-60;M;;Werk;F;Permanent;;36-38;0.5;0;189.8975516546179;"""3-5""";Active;0;‹berdurchschnitt;Durchschnitt;#NV;Durchschnitt;kleiner 1 %;10,1 - 15%;5%-9%
31-40;M;;Gesch‰ftsbereich;C;Permanent;;"""6-8""";0.5;0;10.338086264475486;"""6-8""";Terminated;1;#NV;#NV;#NV;#NV;;5,1 - 10%;5%-9%
31-40;F;;Gesch‰ftsbereich;G;Permanent;29.02.2024;21-23;0.5;0;2.9669045827544993;18-20;Active;1;‹berdurchschnitt;Unrated;#NV;#NV;1 % - 3 %;;"""-10%-6%"""
18-24;M;29.02.2024;Werk;F;Permanent;31.10.2022;0-2;999.0;1;7.330132988736726;0-2;Active;0;#NV;Durchschnitt;#NV;#NV;10,1 - 15 %;3,1 - 5%;
51-60;M;;Werk;D;Permanent;;30-32;0.0;1;6.198431969315228;"""6-8""";Active;1;Durchschnitt;#NV;‹berdurchschnitt;#NV;;5,1 - 10%;5%-9%
31-40;M;;HQ;D;Permanent;30.09.2023;"""3-5""";0.5;1;11.943255564833546;"""3-5""";Active;0;‹berdurchschnitt;Durchschnitt;#NV;Durchschnitt;1 % - 3 %;1,0 - 3 %;10%-14%
51-60;M;31.12.2022;Gesch‰ftsbereich;E;Permanent;;30-32;0.5;1;7.248191932023062;"""6-8""";Active;0;#NV;Durchschnitt;#NV;#NV;5,1 - 10%;;5%-9%
‹ber 60;M;;Gesch‰ftsbereich;F;Permanent;;15-17;999.0;0;46.49047707619339;"""3-5""";Active;0;Durchschnitt;#NV;‹berdurchschnitt;Durchschnitt;3,1 - 5%;3,1 - 5%;
25-30;M;;HQ;B;Permanent;;"""12-14""";1.0;0;63.420410900821;0-2;Terminated;1;#NV;‹berdurchschnitt;#NV;Durchschnitt;;5,1 - 10%;30%-34%
31-40;M;;Gesch‰ftsbereich;G;Permanent;31.05.2024;"""3-5""";1.0;1;158.17690327368157;0-2;Active;1;‹berdurchschnitt;Durchschnitt;#NV;‹berdurchschnitt;5,1 - 10%;1,0 - 3 %;
‹ber 60;F;31.08.2024;HQ;C;Permanent;31.12.2022;21-23;0.0;1;181.21920091232855;15-17;Active;1;#NV;‹berdurchschnitt;‹berdurchschnitt;Unrated;kleiner 1 %;40,1 - 60%;
31-40;M;;Werk;G;Permanent;;"""6-8""";999.0;0;1.7687538350694125;0-2;Active;0;#NV;‹berdurchschnitt;#NV;‹berdurchschnitt;1 % - 3 %;;
51-60;M;;Werk;G;Permanent;;"""6-8""";999.0;1;14.9858222975089;"""6-8""";Active;1;#NV;‹berdurchschnitt;#NV;#NV;;;10%-14%
31-40;M;;HQ;G;Permanent;;"""9-11""";0.0;1;24.300060321158604;"""6-8""";Active;1;#NV;Durchschnitt;‹berdurchschnitt;Unrated;;;15%-19%
18-24;M;;HQ;C;Permanent;;0-2;1.0;1;266.52177350447994;0-2;Terminated;0;Durchschnitt;‹berdurchschnitt;#NV;Durchschnitt;;1,0 - 3 %;
25-30;M;;Werk;D;Permanent;;"""12-14""";999.0;1;3.7905186829057973;"""3-5""";Active;0;‹berdurchschnitt;Durchschnitt;#NV;#NV;10,1 - 15 %;;
51-60;M;;Werk;D;Permanent;;24-26;999.0;0;12.559194433120156;15-17;Active;1;‹berdurchschnitt;#NV;#NV;#NV;5,1 - 10%;10,1 - 15%;0%-4%
51-60;M;;Gesch‰ftsbereich;F;Permanent;;24-26;1.0;0;203.8018522035084;"""3-5""";Dormant;1;#NV;Unterdurchschnitt;‹berdurchschnitt;‹berdurchschnitt;;;5%-9%
41-50;M;;Gesch‰ftsbereich;E;Permanent;;"""12-14""";0.0;0;147.66086973295475;"""3-5""";Terminated;0;#NV;Durchschnitt;#NV;#NV;;;20%-24%
41-50;F;23.06.2023;Werk;B;Permanent;;24-26;0.0;1;177.17220304771806;"""3-5""";Terminated;0;Durchschnitt;‹berdurchschnitt;#NV;Unterdurchschnitt;;;10%-14%
41-50;M;19.09.2025;Werk;A;Permanent;;0-2;0.5;0;162.49460231227928;0-2;Active;1;Unrated;#NV;Unrated;#NV;;3,1 - 5%;
51-60;M;;HQ;G;Permanent;31.08.2024;0-2;999.0;1;180.82345751281667;0-2;Active;1;Durchschnitt;‹berdurchschnitt;Durchschnitt;‹berdurchschnitt;kleiner 1 %;;
51-60;M;;Werk;C;Permanent;;27-29;999.0;0;6.927708557024253;0-2;Terminated;1;#NV;#NV;#NV;Unrated;1 % - 3 %;;
41-50;M;;HQ;A;Fixed term contract;;15-17;0.5;0;37.90788854210242;"""3-5""";Active;1;#NV;‹berdurchschnitt;#NV;‹berdurchschnitt;;;10%-14%
41-50;F;;Gesch‰ftsbereich;B;Permanent;;0-2;0.5;0;7.82789568985058;0-2;Active;1;‹berdurchschnitt;#NV;Unrated;‹berdurchschnitt;;;
41-50;F;31.12.2023;HQ;D;Permanent;;21-23;0.5;1;7.1044956372967185;"""3-5""";Active;0;#NV;Durchschnitt;‹berdurchschnitt;#NV;1 % - 3 %;;15%-19%
51-60;M;;Werk;F;Permanent;31.01.2023;0-2;0.0;1;54.72658302025673;0-2;Active;0;#NV;#NV;#NV;#NV;;;
31-40;M;10.03.2024;Gesch‰ftsbereich;C;Permanent;;"""6-8""";0.0;0;31.16198460278517;"""6-8""";Active;0;Durchschnitt;#NV;‹berdurchschnitt;Unrated;15,1 - 20 %;1,0 - 3 %;
18-24;M;;HQ;B;Permanent;;"""3-5""";999.0;1;78.32531954093876;0-2;Active;1;Durchschnitt;‹berdurchschnitt;#NV;#NV;1 % - 3 %;5,1 - 10%;70%-74%
51-60;F;;Werk;A;Permanent;;"""12-14""";0.5;1;29.329400908871833;"""12-14""";Active;1;#NV;#NV;‹berdurchschnitt;‹berdurchschnitt;1 % - 3 %;3,1 - 5%;
31-40;F;;Werk;D;Permanent;;"""6-8""";0.5;0;187.9827771326966;"""3-5""";Terminated;0;#NV;#NV;#NV;#NV;5,1 - 10%;;15%-19%
18-24;F;;Gesch‰ftsbereich;E;Permanent;;"""6-8""";1.0;0;29.62664319041816;"""3-5""";Dormant;1;‹berdurchschnitt;Durchschnitt;#NV;#NV;;;25%-29%
41-50;M;;Werk;F;Permanent;;21-23;999.0;1;119.99011734845075;0-2;Active;0;Durchschnitt;#NV;#NV;#NV;3,1 - 5%;1,0 - 3 %;5%-9%
31-40;F;;Werk;G;Permanent;;"""3-5""";0.5;1;6.682307296456793;"""3-5""";Active;1;#NV;‹berdurchschnitt;#NV;Durchschnitt;5,1 - 10%;10,1 - 15%;"""-10%-6%"""
25-30;M;;Gesch‰ftsbereich;F;Fixed term contract;;"""3-5""";0.5;1;11.521538847958627;"""3-5""";Active;0;Durchschnitt;#NV;Durchschnitt;#NV;;1,0 - 3 %;20%-24%
31-40;M;;Werk;G;Permanent;;"""9-11""";999.0;0;12.794315334007644;"""6-8""";Active;0;Durchschnitt;Durchschnitt;Durchschnitt;Durchschnitt;5,1 - 10%;;
41-50;M;;Werk;A;Fixed term contract;;"""12-14""";1.0;0;155.55426714313282;0-2;Active;0;‹berdurchschnitt;#NV;#NV;Unterdurchschnitt;;;20%-24%
18-24;M;;HQ;E;Permanent;;"""3-5""";1.0;1;1.0474466939790867;"""3-5""";Active;1;#NV;‹berdurchschnitt;#NV;#NV;;;
51-60;M;;Werk;F;Permanent;31.01.2024;"""12-14""";1.0;0;6.533857502889034;0-2;Active;0;‹berdurchschnitt;‹berdurchschnitt;Durchschnitt;‹berdurchschnitt;5,1 - 10%;3,1 - 5%;
31-40;M;14.03.2025;Gesch‰ftsbereich;C;Permanent;;"""6-8""";0.0;0;14.734540376340096;"""3-5""";Active;1;#NV;#NV;Durchschnitt;#NV;;10,1 - 15%;
41-50;M;;Werk;A;Permanent;;"""9-11""";0.5;0;105.8928570293872;"""3-5""";Active;0;#NV;‹berdurchschnitt;Unrated;#NV;1 % - 3 %;;0%-4%
51-60;M;20.09.2024;HQ;E;Permanent;;"""3-5""";0.0;1;59.67182515575971;"""3-5""";Dormant;1;#NV;#NV;#NV;#NV;;1,0 - 3 %;10%-14%
41-50;M;;Werk;D;Permanent;;24-26;0.5;0;58.8292273231521;0-2;Active;1;#NV;Durchschnitt;#NV;Unrated;;10,1 - 15%;15%-19%
31-40;M;;Werk;B;Permanent;;15-17;0.0;0;20.03620340413812;"""6-8""";Terminated;1;‹berdurchschnitt;Unrated;#NV;Durchschnitt;kleiner 1 %;;40%-44%
18-24;M;;Werk;F;Permanent;30.09.2024;"""3-5""";1.0;1;190.6769335038777;0-2;Active;0;Durchschnitt;#NV;#NV;#NV;;;75%-79%
25-30;M;31.07.2024;Werk;F;Permanent;30.09.2024;"""9-11""";0.0;1;17.086852614273802;"""6-8""";Active;0;#NV;#NV;#NV;#NV;;3,1 - 5%;0%-4%
31-40;F;;Werk;F;Permanent;;"""9-11""";0.0;1;80.50757428179234;"""6-8""";Active;0;#NV;‹berdurchschnitt;#NV;#NV;20,01 - 40%;1,0 - 3 %;"""-50%-46%"""
‹ber 60;M;;HQ;C;Permanent;;33-35;0.5;0;54.006391998148466;"""3-5""";Active;0;#NV;#NV;Durchschnitt;#NV;1 % - 3 %;kleiner 1%;
‹ber 60;F;;Werk;G;Permanent;;"""3-5""";999.0;0;1.0824628032614672;0-2;Terminated;1;#NV;‹berdurchschnitt;#NV;‹berdurchschnitt;15,1 - 20 %;;"""-50%-46%"""
31-40;M;;HQ;F;Permanent;;"""6-8""";1.0;1;97.16626510331474;0-2;Active;1;Durchschnitt;Durchschnitt;‹berdurchschnitt;#NV;;;10%-14%
31-40;M;28.02.2027;Werk;G;Permanent;;"""3-5""";999.0;0;181.9884349977663;0-2;Terminated;1;Durchschnitt;#NV;#NV;‹berdurchschnitt;;1,0 - 3 %;45%-49%
51-60;M;;Werk;C;Permanent;;39-41;1.0;0;19.652169712235974;18-20;Active;1;#NV;#NV;#NV;#NV;;;5%-9%
51-60;M;;Werk;B;Fixed term contract;31.08.2024;27-29;0.0;1;29.967313354371584;18-20;Active;1;#NV;#NV;Unrated;#NV;10,1 - 15 %;;10%-14%
18-24;M;14.03.2025;HQ;A;Fixed term contract;;0-2;999.0;1;6.025706279829587;0-2;Active;1;#NV;‹berdurchschnitt;#NV;#NV;5,1 - 10%;kleiner 1%;
18-24;F;;HQ;F;Permanent;;"""3-5""";999.0;0;23.037536428169854;0-2;Active;0;#NV;#NV;‹berdurchschnitt;Unrated;kleiner 1 %;3,1 - 5%;65%-69%
18-24;M;15.08.2023;Gesch‰ftsbereich;B;Permanent;;0-2;1.0;0;198.36331055555493;0-2;Active;0;#NV;Durchschnitt;Durchschnitt;‹berdurchschnitt;;;
31-40;F;;Werk;A;Permanent;;"""12-14""";0.0;0;4.341358757237377;"""3-5""";Active;0;#NV;#NV;#NV;#NV;;;15%-19%
31-40;M;;Gesch‰ftsbereich;G;Permanent;;0-2;0.5;1;17.591229487251976;0-2;Active;0;Durchschnitt;Durchschnitt;#NV;#NV;;kleiner 1%;
51-60;F;;Werk;C;Fixed term contract;;24-26;999.0;1;8.262929111932628;"""3-5""";Terminated;1;#NV;‹berdurchschnitt;Durchschnitt;#NV;3,1 - 5%;kleiner 1%;"""-15%-11%"""
31-40;F;;HQ;A;Permanent;31.03.2024;0-2;0.5;0;197.79152934868793;0-2;Active;0;Durchschnitt;#NV;#NV;#NV;;;
41-50;M;;Werk;A;Permanent;;0-2;0.0;1;30.139281761612366;0-2;Active;1;#NV;#NV;#NV;#NV;;;
18-24;M;30.09.2024;Gesch‰ftsbereich;A;Fixed term contract;30.04.2025;0-2;999.0;0;104.04827243287315;0-2;Active;0;#NV;Durchschnitt;Durchschnitt;Unrated;20,01 - 40%;1,0 - 3 %;
‹ber 60;M;28.02.2025;Gesch‰ftsbereich;C;Fixed term contract;31.03.2023;33-35;1.0;1;45.029264020705526;"""3-5""";Active;1;Durchschnitt;‹berdurchschnitt;Durchschnitt;Durchschnitt;;;
18-24;M;;Werk;C;Permanent;;0-2;999.0;0;40.983195238992245;0-2;Active;0;#NV;Durchschnitt;#NV;#NV;;;
31-40;M;;Werk;F;Permanent;;"""6-8""";0.0;1;65.4281027479834;"""6-8""";Active;0;#NV;‹berdurchschnitt;#NV;Durchschnitt;kleiner 1 %;;10%-14%
31-40;M;;Werk;D;Permanent;;"""12-14""";0.5;0;178.75643512065201;"""3-5""";Active;0;Durchschnitt;Durchschnitt;#NV;‹berdurchschnitt;;3,1 - 5%;5%-9%
41-50;M;;Werk;F;Permanent;;"""3-5""";1.0;1;22.32217169614035;"""3-5""";Terminated;1;Durchschnitt;Unrated;#NV;#NV;;;5%-9%
41-50;M;;Werk;C;Permanent;;18-20;0.5;1;58.00004160770444;"""6-8""";Dormant;0;#NV;#NV;#NV;Unrated;;kleiner 1%;10%-14%
41-50;M;;HQ;B;Permanent;;"""9-11""";0.0;0;32.73575884546528;"""9-11""";Terminated;1;#NV;‹berdurchschnitt;#NV;Durchschnitt;;;5%-9%
